item_code,item_description,supplier_name,code
ARM BP3570ATV,15mm RH99 Fine Fissured Square 1200x600           ,ARMSTRONG,19010
ARM BP5186G,RH99 Bioguard Sq 600x600x19mm                     ,ARMSTRONG,19010
ARM BP5187G,RH99 Bioguard Sq. 1200x600x19mm                   ,ARMSTRONG,19010
ARM BP734042P,43mm Peakform/Prelude Main Tee 3600               ,ARMSTRONG,16020
ARM BP734042P ,43mm Peakform/Prelude Main Tee 3600               ,ARMSTRONG,16020
ARM BP752042,38mm Prakform/Suprafine Cross Tee 600             ,ARMSTRONG,16020
ARM BP753042,38mm Prakform/Suprafine Cross Tee 1200            ,ARMSTRONG,16020
ARM BP754042P,43mm Peakform/Suprafine Main Tee 3600             ,ARMSTRONG,16020
ARM BP784003,26 x 21 Shadowline Peakform/Prelude 3600          ,ARMSTRONG,16020
ARM BP789512,Spray Paint White - Grid Paint 12oz               ,ARMSTRONG,67020
ARM BP7902,Drywall 3048mm Transition Trim (12/ctn)           ,ARMSTRONG,16010
ARM BP793033G90,Drywall 1200mm PeakForm XL Cross Tee (36/ctn)     ,ARMSTRONG,16010
ARM BP793133G90,Drywall 1250mm PeakForm XL Cross Tee G90 (36/ctn) ,ARMSTRONG,16010
ARM BP794033G90,Drywall 3600mm PeakForm Main Beam G90 (12/ctn)    ,ARMSTRONG,16010
ARM BP796133G90,Drywall 1600mm PeakForm XL Cross Tee G90 (36/ctn) ,ARMSTRONG,16010
ARM BP79QS36G90,Drywall 3600mm QuikStix Soffits G90 (12/ctn)      ,ARMSTRONG,16010
ARM BP79S36G90,Drywall 3600mm ShortSpan G90 (12/ctn)             ,ARMSTRONG,16010
ARM BP79SB36G90,Drywall 3600mm StrongBack G90                     ,ARMSTRONG,16010
ARM BPDW10LT,Drywall Accessory Lock Clip 10mm Board G90 (125/c),ARMSTRONG,16030
ARM BPDW13LT,Drywall Accessory Lock Clip 13mm Board G90 (125/c),ARMSTRONG,16030
ARM BPDW16LT,Drywall Accessory Lock Clip 16mm Board G90 (125/c),ARMSTRONG,16030
ARM BPDW30C,Drywall Accessory 30' Clip G90 (250/ctn)          ,ARMSTRONG,16030
ARM BPDW45C,Drywall Accessory 45' Clip G90 (250/ctn)          ,ARMSTRONG,16030
ARM BPDW60C,Drywall Accessory 60' Clip G90 (250/ctn)          ,ARMSTRONG,16030
ARM BPDW90C,Drywall Accessory 90' Clip C90 (250/ctn)          ,ARMSTRONG,16030
ARM BPGC3W,Drywall Accessory 3 Way Bite Clip G90             ,ARMSTRONG,16030
ARM BPGM1245B,BERC2 Seismic Clip                                ,ARMSTRONG,19010
ARM BPGM1246,Seismic Joint Clip M/R                            ,ARMSTRONG,16030
ARM BPGM1247,Seismic Cross Tee to Cross Tee Joint Clip         ,ARMSTRONG,16010
ARM BPGM1249,Expansion Sleeve 2400                             ,ARMSTRONG,16030
ARM BPHC,Drywall Accessory Rod Hanging Clip G90            ,ARMSTRONG,16030
ARM BPKAM36G90,Drywall 3600mm Knurled Angle Molding G90 (20/ctn) ,ARMSTRONG,16010
ARM BPKCM36G90,Drywall 3600mm Knurled Channel Molding G90 (12/ctn,ARMSTRONG,16010
ARM BPLAT36G90,Drywall 3600mm Locking Angle Trim G90 (20/ctn)    ,ARMSTRONG,16010
ARM BPM100GW,PM100 Perimeter Trim @ 3600mm White               ,ARMSTRONG,16020
ARM BPM300100B,VP 500 Baffle Micro Perf GW Sq 3000x30x150mm      ,ARMSTRONG,19010
ARM BPM300367,V-P500 Baffle Hanger                              ,ARMSTRONG,16030
ARM BPM311044,V-P500 Distance Holder                            ,ARMSTRONG,16030
ARM BPMR87162,Ultima K2C2 Sq 1500x500x19mm                      ,ARMSTRONG,19010
ARM BPMS270,Bioguard 17mm 600x600 painted                     ,ARMSTRONG,19010
ARM BPMS2704M4,17x600x1200 Bioguard accoustic                    ,ARMSTRONG,19010
ARM BPQSUTC,Drywall Access. QuikStix Up Tight Clip G90 (150/c),ARMSTRONG,16030
ARM BPRC2,Drywall Accessory Radius Clip G90 (205/ctn)       ,ARMSTRONG,16030
ARM BPT1932H,32 x 19 Peakform/Prelude Wall Angle 3600          ,ARMSTRONG,19010
ARM BPT24513,18mm Sq. Dune Max RH95 1200x600                   ,ARMSTRONG,19010
ARM C5040,1492x300 Metal Work Ceiling Plank (Silver Grey)   ,ARMSTRONG,19010
ARM DWDFC,Drywall Direct Fix Clip 180mm                     ,ARMSTRONG,16030
ARM FREIGHT,Freight                                           ,ARMSTRONG,73010
ARM G100ABL061215,15mm Sq. Optra FG Black 1200x600                  ,ARMSTRONG,19010
ARM G100ABL061215 CL,Acoustic B15 Black Infill Tile 1200x600 Clip      ,ARMSTRONG,16020
ARM G500W061215,15mm Sq. Optra FG RH99 1200x600                   ,ARMSTRONG,19010
ARM G600W06121,Optra FG 60# Pebble White                         ,ARMSTRONG,19010
ARM G600W061215S,15mm OPTRA Ceiling Tiles 1200x600                 ,ARMSTRONG,19010
ARM G600W12061,15mm 600x1200 Optra FG 600# Scrim Wh Teg          ,ARMSTRONG,19010
ARM G600W120615TL,Optra Tegular 1200x600                            ,ARMSTRONG,19010
ARM G600W15037,15mm 1500x375 Optra FG 600# Scrim White T         ,ARMSTRONG,19010
ARM GPGW,Peakform Grid Paint 150gm                         ,ARMSTRONG,67020
ARM GRD-10U,Sesimic Gridlock Uni Grid                         ,ARMSTRONG,19010
ARM GRS-10P,10x Seismic Gridlock Brace Bracket 10x90' Clip    ,ARMSTRONG,16030
ARM H3570B,RH99 FF SQ 15mm x 1200 x 600                      ,ARMSTRONG,19010
ARM H3572A,600x600x15mm RH99 Tegular                         ,ARMSTRONG,19010
ARM H3641B,15mm Ceiling Tiles 1200x600                       ,ARMSTRONG,19010
ARM H3645B TEGULAR,16mm Tegular 1200x600                             ,ARMSTRONG,19010
ARM H3671M ,RH90 ANF SE Ceiling Tile                          ,ARMSTRONG,19010
ARM H4121S,RH99 FF Hi-NRC Layin 1200x600x20mm                ,ARMSTRONG,19010
ARM H4771,Ultima RH99 Lay In 600x1200x19mm                  ,ARMSTRONG,19010
ARM H5187,Bioguard Acoustic 1200x600x19mm (6/ctn)           ,ARMSTRONG,19010
ARM HBP312022,Preakform Cross Tee GW 600x24x30mm                ,ARMSTRONG,16020
ARM HBP312022P,Prelude XL2 Cross Tee 600                         ,ARMSTRONG,16020
ARM HBP313052,Peakform 24 XL2 1200mm Cross Tee                  ,ARMSTRONG,19010
ARM HBP313052P,Peakform Prelude Cross Tee 1200mm                 ,ARMSTRONG,16020
ARM HBP734042,Peakform 24 XL2 Main Runner 3600                  ,ARMSTRONG,19010
ARM HBP734042P,Peakform Prelude Main Tee 3600x24x43mm            ,ARMSTRONG,16020
ARM HBP753032,15mm Suprafine 1200mm X Tee                       ,ARMSTRONG,16020
ARM HBP754033,15mm Suprafine Main Tee @ 3600mm                  ,ARMSTRONG,16020
ARM HBP803082,Peakform Silhouette Cross 1200mm White Reveal     ,ARMSTRONG,16020
ARM HBP804082,Peakform Silhouette Main B 3600mm White Reveal    ,ARMSTRONG,16020
ARM HBPGM1249,Expansion Sleeve 24mm                             ,ARMSTRONG,16020
ARM HBPT1932H,Long Leg Wall Angle GW 3600x19x32mm               ,ARMSTRONG,16040
ARM HBT1932H ,Steel 32x19mm Wall Angle @ 3600                   ,ARMSTRONG,16040
ARM HOLD DOWN CLIPS,Hold Down Clips                                   ,ARMSTRONG,16030
ARM HSC97124,18mm Sq. Dune Board RH99 1500x500                 ,ARMSTRONG,19010
ARM HSC97125,17mm Sq. Fine Fiss. Board RH99 1500x500           ,ARMSTRONG,19010
ARM M6 NUTS,6mm Nuts for Threaded Rod                         ,ARMSTRONG,16030
ARM M6 ROD,6mm Threaded Rod 1200                             ,ARMSTRONG,16030
ARM MISC.,                                                  ,ARMSTRONG,19010
ARM OCSC,Looped Wire Kits (Open Cell hanging Kit)          ,ARMSTRONG,16010
ARM PALLETLARGE,Pallets Charge - Large Grid                       ,ARMSTRONG,73020
ARM PALLETS,Pallets                                           ,ARMSTRONG,73020
ARM PEL160X160,160 x 160 Pelmet as per sample                    ,ARMSTRONG,22030
ARM SCDGS,Drywall Accessory Rod Hanging Clip G90            ,ARMSTRONG,16030
ARM SCPF,Hook Suspension Clip for 5mm or 2.5mm rod         ,ARMSTRONG,16030
ARM SCWAA,900mm Column Rings                                ,ARMSTRONG,16040
ARM SDSGS CLIP,Suspension Clip for Open Cell                     ,ARMSTRONG,16020
ARM SQH4771,Ultima Ceiling Tile 1200x600 (8/ctn)              ,ARMSTRONG,19010
ARM TRCLIP,Suspension Clip for 6mm Threaded Rod              ,ARMSTRONG,16030
ARM UNI103B,Unigrid Channel                                   ,ARMSTRONG,16030
ARM UNI200,Locking Clip                                      ,ARMSTRONG,16030
ARM UNI203B,Unigrid Suspension Clip (for 5mm rod)             ,ARMSTRONG,16030
ARM VPFC1530,V-P500 Face Cover 150x30mm                        ,ARMSTRONG,19010
ARM VPSC301530M2WHA,VP 500 Baffle Micro Perf GW SQ 3000x30x150mm      ,ARMSTRONG,19010
ARM W3570BF,Fine Fiss S/E 600x1200x16mm                       ,ARMSTRONG,19010
ARM-058,Perimeter Trim Roll in Clip                       ,ARMSTRONG,16020
ARM017,Perimeter Trim Joiner                             ,ARMSTRONG,16020
ARM117,Perimeter Trim 90 Deg Joiner                      ,ARMSTRONG,16020
ASMH12454GN,Screw Hex Hd DPT C4N Seal 12-14x45 F/Threaded     ,ALLFIX,13010
B005,Butt Joint Stitching Batten @ 300mm.              ,RONDO,16010
BETAFIL,(BG05) Double Membrane Insulation Clip            ,RONDO,16030
BETAFIX,USE BG01                                          ,RONDO,16030
BFAC,Accoustic F/C clip (Betafix) w/Thru Bolt          ,RONDO,16030
BFAC-NTB,Betafix Acoustic F/C Clip w/ No Thru Bolt fitted  ,RONDO,16030
BG01,Betafix 1 Standard Clip                           ,RONDO,16030
BG02,BETAGRIP 2 Long Clip                              ,RONDO,16030
BG03,BETAGRIP 3 Acoustic Mount with Anchor Bolt        ,RONDO,16030
BG03-NTB,Betagrip Acoustic Mount without Anchor Bolt       ,RONDO,16030
BG05,Betafil Double Membrane Insultation Clip          ,RONDO,16030
BG05K,BETAFIL Semi-Rigid Insulation Board Clip          ,RONDO,16030
BGTIF080,Insulation Fastener for 80mm Foam Suit GTI-140    ,ALLFIX,49010
BKBL,Bar Key (Budget Lock)                             ,RONDO,34010
BL-E,Budget Lock & Escutcheon                          ,RONDO,16030
BSXTM10140GA,Thunderbolt Pro-XTM Anchor Hex Hd Gal 10x140      ,ALLFIX,13010
CC060025,CERT-R-FIX®  M6 x Hex M6 Female Rod Coupler       ,RONDO,13030
CH060043,CERT-R-FIX®  M6 x 43mm Fastener with Hex Head (TSM,RONDO,13030
CH060060,Cert-R-Fix M6 x 60mm Screw bolt w Hex Hd (bx100)  ,RONDO,13010
CH060080,CERT-R-FIX®  M6 x 80mm Fastener with Hex Head (TSM,RONDO,13030
CH0660,CERT-R-FIX CH6X60                                 ,RONDO,13010
CH100060 ,CERT-R-FIX CH10X60 - (MOQ 100 per pack)           ,RONDO,13010
CSR 10000,AQUACHEK RE 10MM 1200X2400                        ,CSR,10010
CSR 100002,EZY-REVEAL ANGLE 90MM 3600MM (STUDCO)             ,CSR,16040
CSR 100003,EZY-REVEAL ANGLE 90MM 3000MM (STUDCO)             ,CSR,16040
CSR 10001,AQUACHEK RE 10MM 1200X2700                        ,CSR,10010
CSR 10002,AQUACHEK RE 10MM 1200X3000                        ,CSR,10010
CSR 10003,AQUACHEK RE 10MM 1200X3600                        ,CSR,10010
CSR 10004,AQUACHEK RE 10MM 1200X4200                        ,CSR,10010
CSR 100052,USG MAIN RUNNER 3660X24X38 DX30D-3660             ,CSR,16020
CSR 100054,USG CROSS RUNNER 1220X24X38 DX30M-1220            ,CSR,16020
CSR 10006,AQUACHEK RE 10MM 1200X6000                        ,CSR,10010
CSR 10007,AQUACHEK RE 10MM 1350X3600                        ,CSR,10010
CSR 10008,AQUACHEK RE 10MM 1350X4800                        ,CSR,10010
CSR 10009,AQUACHEK RE 13MM 1200X3000                        ,CSR,10010
CSR 100092,GYP GW PART ROLLR2.2 14KG 90X450X10.8M3P          ,CSR,49010
CSR 100095,BAG NAIL ULTIMATE 100                             ,CSR,13020
CSR 10016,FYRCHEK RE 13MM 1200X2700                         ,CSR,10010
CSR 100166,CEMINSEAL BARESTONE TOUCH UP KIT 200ML            ,CSR,10030
CSR 10017,FYRCHEK RE 13MM 1200X3000                         ,CSR,10010
CSR 10018,FYRCHEK RE 13MM 1200X3600                         ,CSR,10010
CSR 10019,FYRCHEK RE 16MM 1200X2400                         ,CSR,10010
CSR 10020,FYRCHEK RE 16MM 1200X2700                         ,CSR,10010
CSR 10021,FYRCHEK RE 16MM 1200X3000                         ,CSR,10010
CSR 100211,EZY-REVEAL ANGLE 65MM 3000MM (STUDCO)             ,CSR,16040
CSR 10022,FYRCHEK RE 16MM 1200X3600                         ,CSR,10010
CSR 10023,GYPROCK FLEXIBLE RE 6.5MM 1200X3600               ,CSR,10010
CSR 10025,GYPROCK RE/SE 10MM 1200X6000 Q                    ,CSR,10010
CSR 10026,GYPROCK RE/SE 10MM 1350X6000                      ,CSR,10010
CSR 10027,GYPROCK RE 10MM 1200X2400                         ,CSR,10010
CSR 10028,GYPROCK RE 10MM 1200X2700                         ,CSR,10010
CSR 10029,GYPROCK RE 10MM 1200X3000                         ,CSR,10010
CSR 10030,GYPROCK RE 10MM 1200X3600                         ,CSR,10010
CSR 10031,GYPROCK RE 10MM 1200X4200                         ,CSR,10010
CSR 10032,GYPROCK RE 10MM 1200X4800                         ,CSR,10010
CSR 100322,FIBA FUSE FIBREGLASS JOINT TAPE 76M               ,CSR,67010
CSR 10033,GYPROCK RE 10MM 1200X5400                         ,CSR,10010
CSR 10034,GYPROCK RE 10MM 1200X6000                         ,CSR,10010
CSR 10035,GYPROCK RE 10MM 1350X2400                         ,CSR,10010
CSR 10036,GYPROCK RE 10MM 1350X3000                         ,CSR,10010
CSR 10037,GYPROCK RE 10MM 1350X3600                         ,CSR,10010
CSR 10038,GYPROCK RE 10MM 1350X4200                         ,CSR,10010
CSR 10039,GYPROCK RE 10MM 1350X4800                         ,CSR,10010
CSR 10041,GYPROCK RE 10MM 1350X6000                         ,CSR,10010
CSR 100421,EAVES LINING 6MM 450X2400 LONG SLOTTED            ,CSR,10020
CSR 100454,GYP GW ANTICON 75 MD R1.8 80MM 15MX1200           ,CSR,49010
CSR 10046,GYPROCK SE 10MM 1200X3000 Q                       ,CSR,10010
CSR 10048,GYPROCK RE 13MM 1200X2400 NWQ                     ,CSR,10010
CSR 100483,EAVES LINING 6MM 600X2400 SIDE SLOTTED            ,CSR,10020
CSR 10049,GYPROCK RE 13MM 1200X2700                         ,CSR,10010
CSR 10050,GYPROCK RE 13MM 1200X3000                         ,CSR,10010
CSR 10051,GYPROCK RE 13MM 1200X3600                         ,CSR,10010
CSR 10052,GYPROCK RE 13MM 1200X4200 QNS                     ,CSR,10010
CSR 10053,GYPROCK RE 13MM 1200X4800                         ,CSR,10010
CSR 10054,GYPROCK RE 13MM 1200X5400 QS                      ,CSR,10010
CSR 10055,GYPROCK RE 13MM 1200X6000                         ,CSR,10010
CSR 10056,GYPROCK RE 13MM 1350X3000                         ,CSR,10010
CSR 10057,GYPROCK RE 13MM 1350X3600                         ,CSR,10010
CSR 10058,GYPROCK RE 13MM 1350X4800                         ,CSR,10010
CSR 10059,GYPROCK SE 13MM 1200X3000                         ,CSR,10010
CSR 10061,CORNICE GYPROCK COVE 90MM 3000                    ,CSR,10010
CSR 10062,CORNICE GYPROCK COVE 90MM 3600                    ,CSR,10010
CSR 10064,CORNICE GYPROCK COVE 90MM 4800                    ,CSR,10010
CSR 10065,CORNICE GYPROCK COVE 90MM 5400                    ,CSR,10010
CSR 10066,SUPA-CEIL RE 10MM 1200X2400                       ,CSR,10010
CSR 10068,SUPA-CEIL RE 10MM 1200X3000                       ,CSR,10010
CSR 10069,SUPA-CEIL RE 10MM 1200X3600                       ,CSR,10010
CSR 10070,SUPA-CEIL RE 10MM 1200X4200                       ,CSR,10010
CSR 10071,SUPA-CEIL RE 10MM 1200X4800                       ,CSR,10010
CSR 10073,SUPA-CEIL RE 10MM 1200X6000                       ,CSR,10010
CSR 10075,SUPA-CEIL RE 10MM 1350X3600                       ,CSR,10010
CSR 10076,SUPA-CEIL RE 10MM 1350X4800                       ,CSR,10010
CSR 100761,ECOP MASTER F ALPH 40MM 600X600 WHTFST            ,CSR,19010
CSR 10077,SUPA-CEIL RE 10MM 1350X6000                       ,CSR,10010
CSR 10078,SOUNDCHEK RE 13MM 1200X3000                       ,CSR,10010
CSR 100787,FLAT APPLICATOR NOZZLE TAPEPRO FAN                ,CSR,67010
CSR 100788,FLAT APPLICATOR COMPOUND TUBE T/PRO FACT          ,CSR,67010
CSR 10080,CORNICE TEMPO (90MM 4800)                         ,CSR,10010
CSR 100805,EXTENSION HANDLE SUITS MAKITA LITHIUM             ,CSR,67010
CSR 100806,EAVES LINING 4.5MM R&T 600X2400 PERFORAT          ,CSR,10020
CSR 100841,SANDING BLOCK ANGLED MED/FIN AM232600             ,CSR,67010
CSR 10087,PREMIXED TOTAL JOINT CEMENT 15KG                  ,CSR,10070
CSR 10088,DIY MULTI-PURPOSE COMPOUND 3KG                    ,CSR,10070
CSR 100896,TOP HAT 15X50X15 1.15BMT 7200 H515                ,CSR,16010
CSR 10090,STUD ADHESIVE GYPROCK 1KG                         ,CSR,10070
CSR 100905,ACCESS PANEL 450X450 B/LOCK MFAP45SB              ,CSR,34010
CSR 10091,STUD ADHESIVE CSR ACR 5.5KG                       ,CSR,10070
CSR 10092,BASE COAT 45 10KG                                 ,CSR,10070
CSR 10093,BASE COAT 45 20KG                                 ,CSR,10070
CSR 10094,BASE COAT 60 20KG (56)                            ,CSR,10070
CSR 10096,CASTING PLASTER 20KG                              ,CSR,10070
CSR 100970,EZY-REVEAL ANGLE 80MM 3000MM (STUDCO)             ,CSR,16040
CSR 10099,CORNICE CEMENT 45 10KG                            ,CSR,10070
CSR 10100,CORNICE CEMENT 45 20KG                            ,CSR,10070
CSR 10101,DIY CORNICE CEMENT 60 2.5KG                       ,CSR,10070
CSR 10102,CORNICE CEMENT 60 20KG                            ,CSR,10070
CSR 101031,EAVES LINING BE 4.5MM 600X2400 NSTD (Z)           ,CSR,10020
CSR 101033,REVEAL BEAD 0.9BMT 35X3600MM (RONDO)              ,CSR,16050
CSR 101053,SPARE M5 SCREW WALLPRO SANDER PS-57               ,CSR,67010
CSR 10112,DENTAL PLASTER 20KG                               ,CSR,10070
CSR 10113,EASY FINISH TOPPING COMPOUND 15KG                 ,CSR,10070
CSR 10114,FYRCHEK SHAFT LINER BE 25MM 0600X3000             ,CSR,10010
CSR 10115,FRESHTONE DIAMOND WHITE 10MM 0591X1191            ,CSR,19010
CSR 101156,VILLABOARD 6MM 3000X900 Z JH                      ,CSR,10020
CSR 10119,GYPROCK REPAIR PANEL 10MM 0900X1200               ,CSR,10010
CSR 10120,HARDWALL PLASTER 20KG BAG                         ,CSR,10070
CSR 101205,FRIC 611A TB 15MM 594X594 WHT (P)                 ,CSR,19010
CSR 10121,IMPACTCHEK RE 13MM 1200X3000                      ,CSR,10010
CSR 10122,JOINTMASTER TOPPING COAT 20KG                     ,CSR,10070
CSR 10123,MASONRY ADHESIVE 20KG                             ,CSR,10070
CSR 10124,FYRCHEK MR MOISTURE RESIS 13MM 1200X3600          ,CSR,10010
CSR 10125,FYRCHEK MR MOISTURE RESIS 16MM 1200X3600          ,CSR,10010
CSR 10127,GYP PERF PANEL VINYLFACE 13MM 0600X1200           ,CSR,19020
CSR 101270,FYRCHEK RE/SE 16MM 1350X3000 NSTD                 ,CSR,10010
CSR 101274,GYP OPTIMO STRAPS 190X20X1MM 250PC                ,CSR,67010
CSR 10128,GYPROCK PERFORATED SHEET 13MM 1200X3600           ,CSR,10010
CSR 101282,USG DWALL CROSS RUNNER 600X38X38 DGW40D           ,CSR,16020
CSR 101284,USG DWALL MAIN RUNNER 3600X24X38 DGL40D           ,CSR,16020
CSR 10129,POTTERY PLASTER 20KG                              ,CSR,10070
CSR 101292,FYRCHEK RE/SE 16MM 1350X3600 NSTD                 ,CSR,10010
CSR 10132,CORNICE GYPROCK COVE 55MM 3000                    ,CSR,10010
CSR 10133,CORNICE GYPROCK COVE 55MM 3600                    ,CSR,10010
CSR 101346,SPARE CARBON BRUSH GIRAFFE SANDER AG013           ,CSR,67010
CSR 10135,CORNICE GYPROCK COVE 55MM 4800                    ,CSR,10010
CSR 10136,CORNICE GYPROCK COVE 55MM 5400                    ,CSR,10010
CSR 101365,GYP GW BLANKET R2.0 90MM 1200MMX15M               ,CSR,49010
CSR 10146,WET AREA BASE COAT 15KG BKT                       ,CSR,10070
CSR 10147,WET AREA BASE COAT JOINT COMPOUND 3KGBKT          ,CSR,10070
CSR 101508,CEMINTEL JOINTING TAPE PVC 50MMX50M               ,CSR,10070
CSR 101509,CEMINTEL JOINTING TAPE PERF 50MMX50M              ,CSR,67010
CSR 10154,COMPRESSED 6MM 1200X2400                          ,CSR,10010
CSR 101546,CEMINTEL TEXTURE COAT KALAHARI MEDI 20KG          ,CSR,10070
CSR 101586,PAINT BRUSH 100MM S/GRIP SUPERCRAFT               ,CSR,67010
CSR 101595,SQUARE COMBINATION S/STEEL 300MM S/CRAFT          ,CSR,67010
CSR 101622,USG DWALL PERIM WALL ANGLE 3600X40X40             ,CSR,16040
CSR 101674,SPARE VACUUM HOSE WITH CONNECTOR PS-3             ,CSR,67010
CSR 101679,FRIC 616A SQ 15MM 1194X594 WHT                    ,CSR,19010
CSR 10170,COMPRESSED 12MM 1200X2400                         ,CSR,10030
CSR 10171,COMPRESSED 12MM 1200X3000                         ,CSR,10030
CSR 10173,COMPRESSED 15MM 0900X1800                         ,CSR,10030
CSR 10174,COMPRESSED 15MM 0900X2100                         ,CSR,10030
CSR 10175,COMPRESSED 15MM 0900X2400                         ,CSR,10030
CSR 101757,FLATBOX HANDLE TAPEPRO 600MM FFBH600              ,CSR,67010
CSR 10176,COMPRESSED 15MM 0900X2700                         ,CSR,10030
CSR 101761,TOP HAT 25X50X25 1.15BMT 3600 H525                ,CSR,16010
CSR 101764,TOP HAT 25X50X25MM 0.75BMT 3600 M525              ,CSR,16010
CSR 101768,SPARE HEAD HOSE GIRAFFE SANDER AS877740           ,CSR,67010
CSR 10177,COMPRESSED 15MM 0900X3000                         ,CSR,10030
CSR 10178,COMPRESSED 15MM 1200X1500                         ,CSR,10030
CSR 10179,COMPRESSED 15MM 1200X1800                         ,CSR,10030
CSR 10180,COMPRESSED 15MM 1200X2100                         ,CSR,10030
CSR 10181,COMPRESSED 15MM 1200X2400                         ,CSR,10030
CSR 10182,COMPRESSED 15MM 1200X2700                         ,CSR,10030
CSR 10183,COMPRESSED 15MM 1200X3000                         ,CSR,10030
CSR 10185,COMPRESSED 18MM 0900X1800                         ,CSR,10030
CSR 101852,EAVES LINING 4.5MM 750X2400MM PERF R&T            ,CSR,10020
CSR 10187,COMPRESSED 18MM 0900X2400                         ,CSR,10030
CSR 10188,COMPRESSED 18MM 0900X3000                         ,CSR,10030
CSR 10190,COMPRESSED 18MM 1200X1800                         ,CSR,10030
CSR 10192,COMPRESSED 18MM 1200X2400                         ,CSR,10030
CSR 10193,COMPRESSED 18MM 1200X3000                         ,CSR,10030
CSR 101933,USG W/ANGLE LL SL 3600X19X10X27 MSL45             ,CSR,16040
CSR 10194,COMPRESSED 24MM 1200X2400                         ,CSR,10030
CSR 101951,SPARE SHEAR SIDE BLADE (OUTSIDE) MAKITA           ,CSR,67010
CSR 101952,SPARE SHEAR SIDE BLADE (INSIDE) MAKITA            ,CSR,67010
CSR 10198,CLADDING SHEET 6MM 0900X2400                      ,CSR,10010
CSR 10202,CLADDING SHEET 6MM 1200X1800                      ,CSR,10010
CSR 10203,CLADDING SHEET 6MM 1200X2400                      ,CSR,10010
CSR 10205,CLADDING SHEET 6MM 1200X2700                      ,CSR,10010
CSR 10206,CLADDING SHEET 6MM 1200X3000                      ,CSR,10010
CSR 10207,CLADDING SHEET 4.5MM 0900X1800                    ,CSR,10010
CSR 10208,CLADDING SHEET 4.5MM 0900X2400                    ,CSR,10010
CSR 10209,CLADDING SHEET 4.5MM 0900X2700                    ,CSR,10010
CSR 10210,CLADDING SHEET 4.5MM 0900X3000                    ,CSR,10010
CSR 10211,CLADDING SHEET 4.5MM 1200X1800                    ,CSR,10010
CSR 10212,CLADDING SHEET 4.5MM 1200X2100                    ,CSR,10010
CSR 10213,CLADDING SHEET 4.5MM 1200X2400                    ,CSR,10010
CSR 102134,HAMMER CLAW 20OZ STEEL SHAFT WE-20C               ,CSR,67040
CSR 10214,CLADDING SHEET 4.5MM 1200X2700                    ,CSR,10010
CSR 10215,CLADDING SHEET 4.5MM 1200X3000                    ,CSR,10010
CSR 10217,EAVES LINING 4.5MM 0450X2400                      ,CSR,10020
CSR 10218,EAVES LINING 4.5MM 0600X2400                      ,CSR,10020
CSR 10219,EAVES LINING 4.5MM 0750X2400                      ,CSR,10020
CSR 10226,PLANK SMOOTH 7.5MM 0230X4200                      ,CSR,10010
CSR 10227,PLANK SMOOTH 7.5MM 0300X4200                      ,CSR,10010
CSR 10234,RENDALINE RE 8MM 1200X3000                        ,CSR,10010
CSR 10237,TEXTURE BASE SHEET 7.5MM 0900X2440                ,CSR,10010
CSR 102377,EAVES LINING 4.5MM 450X2400 LONG SLOTTED          ,CSR,10020
CSR 102378,EAVES LINING 4.5MM 600X2400 LNG SLT               ,CSR,10020
CSR 102379,EAVES LINING 4.5MM 750X2400 LNG SLT               ,CSR,10020
CSR 102380,CLADDING 4.5 0900X2400 LONG SLOTTED               ,CSR,10010
CSR 102381,EAVES LINING 4.5MM 450X2400 CNTR SLOTTED          ,CSR,10020
CSR 102382,EAVES LINING 4.5MM 600X2400CNTR SLT               ,CSR,10020
CSR 102383,EAVES LINING 4.5MM 750X2400CNTR SLT               ,CSR,10020
CSR 102384,CLADDING 4.5MM 900X2400 CENTRE SLOTTED            ,CSR,10010
CSR 102386,CLADDING 6MM 0900X2400 LONG SLOTTED               ,CSR,10010
CSR 102387,CLADDING 6MM 1200X2400 LONG SLOTTED               ,CSR,10010
CSR 102388,EAVES LINING 6MM 600X2400 CNTRE SLOTTED           ,CSR,10020
CSR 102389,CLADDING 6MM 900X2400 CNTRE SLOTTED NST           ,CSR,10010
CSR 10239,TEXTURE BASE SHEET 7.5MM 0900X3000                ,CSR,10010
CSR 102392,CLADDING 6MM 1200X2400 CENTRE SLOTTED             ,CSR,10010
CSR 102393,CLADDING 6MM 1200X2400 SHRT EDGE SLOTTED          ,CSR,10010
CSR 102394,EAVES LINING BE 4.5MM 600X2400 NSTD               ,CSR,10020
CSR 10240,TEXTURE BASE SHEET 7.5MM 1200X2440                ,CSR,10010
CSR 10241,TEXTURE BASE SHEET 7.5MM 1200X2725                ,CSR,10010
CSR 10242,TEXTURE BASE SHEET 7.5MM 1200X3000                ,CSR,10010
CSR 10243,CERAMIC TILE UNDERLAY 6MM 0900X1800               ,CSR,10020
CSR 102528,WALLANGLE SL KCH RAD2468MM INTLROLL WHT           ,CSR,16040
CSR 102643,JOINER PRIMARY TO WIDE SECONDARY 159              ,CSR,16030
CSR 102644,CLIP DIRECT FIX MASONARY 157                      ,CSR,16030
CSR 102645,CLIP DIRECT FIX TIMBER/STEEL 156                  ,CSR,16030
CSR 102646,FURRING CHANNEL EXPRESS JOINT 6000 155            ,CSR,16010
CSR 102718,CASING SET 18V LI-ION MAKITA 195184-8             ,CSR,67010
